folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,aparce,nocos,vendio,uso_hog,uso_prod,deu_hog,deu_neg,pag_trab,uso_reg,uso_int,cicloagr,cantidad,cant_venta,vtapie,valor,preciokg,val_venta
0100061705,1,01,2,5,01,240,0,2,,2,2,2,2,2,2,2,2,,9, , ,90000,10000, 
0100068701,1,02,1,4,01,141,2,2,1,,,,,,,,,, , , , , , 
0100068701,1,02,1,4,02,098,2,2,1,,,,,,,,,, , , , , , 
0100073403,2,01,1,5,01,246,0,2,,1,2,2,2,2,2,2,2,,78,40, ,348000,4000,160000
0100073403,2,01,1,5,02,275,0,2,,1,2,2,2,2,2,2,2,,40,20, ,30000,750,15000
0100111204,1,03,1,5,01,246,0,2,,1,2,2,2,2,2,2,2,,6000,4500, ,300000,7500,225000
0100111204,1,03,1,5,02,275,0,2,,2,2,2,2,2,2,2,2,,200, , ,30000,1500, 
0100162004,1,02,1,4,01,098,1,2,,2,1,2,2,2,2,2,2,1,500, , ,7500,15, 
0100162004,1,02,1,4,02,140,1,2,,2,1,2,2,2,2,2,2,1,1000, , ,8000,8, 
0100162004,1,02,1,4,03,212,1,2,,1,2,2,2,2,2,2,2,2,3000,3000, ,20000,6.67,20000
0100162004,1,02,1,4,04,130,1,2,,1,2,2,2,2,2,2,2,2,1200,600, ,10000,8.33,10000
0100162004,1,02,1,4,05,194,1,2,,2,2,2,2,2,2,2,1,2,500, , ,2500,5, 
0100200802,1,01,2,4,01,010,1,2,,1,2,2,2,2,2,2,2,3,7000,7000, ,49000,7,49000
0100200802,1,01,2,4,02,026,1,2,,2,2,2,2,2,2,1,2,1,800, , ,4800,6, 
0100262814,1,01,1,4,01,112,1,2,,1,1,2,2,2,2,1,2,1,120000,120000, ,400000,3.3,400000
0100262816,1,02,2,5,01,250,0,2,,2,2,2,2,2,2,2,2,,270, , ,81000,300, 
0100262816,1,02,2,5,02,279,0,2,,1,1,2,2,2,2,1,2,,1305,1253, ,78300,60,75180
0100262816,1,02,2,5,03,294,0,2,,2,2,2,2,2,2,2,2,,20, , ,1000,50, 
0100280503,1,01,1,4,01,010,1,1,,1,1,2,2,2,2,2,2,3,84000,80640, ,408000,350,391680
0100295921,1,01,1,4,01,141,1,2,,1,2,2,2,2,2,2,2,3,50000,50000, ,80000,1.6,80000
0100296411,1,01,1,5,01,250,0,2,,2,2,2,2,2,2,2,2,,4, , ,1200,1300, 
0100296411,1,01,1,5,02,251,0,2,,2,2,2,2,2,2,2,2,,1, , ,300,300, 
0100296411,1,01,1,5,03,279,0,2,,2,1,2,2,2,2,2,2,,800, , ,1900,2.37, 
0100296613,1,01,1,4,01,141,1,2,,2,2,1,2,2,2,2,2,2,15000, , ,75000,5, 
0100296613,1,01,1,4,02,026,1,2,,2,2,1,2,2,2,2,2,2,10000, , ,35000,3.5, 
0100296613,1,01,1,4,03,141,2,2,1,,,,,,,,,, , , , , , 
0100296613,1,01,1,4,04,026,2,2,1,,,,,,,,,, , , , , , 
0100296613,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,15,4, ,225000,15000,60000
0100296613,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,4, , ,32000,8000, 
0100296613,1,01,1,5,03,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,20000,20000, 
0100296616,1,01,1,4,01,141,1,2,,2,2,1,2,2,2,2,2,2,5000, , ,25000,5, 
0100296616,1,01,1,4,02,098,1,2,,1,2,2,2,2,2,2,2,2,8000,8000, ,248000,31,248000
0100296616,1,01,1,4,03,141,2,2,1,,,,,,,,,, , , , , , 
0100296616,1,01,1,4,04,098,2,2,1,,,,,,,,,, , , , , , 
0100296616,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,8,2, ,96000,12000,24000
0100296616,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,5, , ,40000,8000, 
0100296616,1,01,1,5,03,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,20000,20000, 
0100296920,1,01,1,4,01,098,2,2,2,,,,,,,,,, , , , , , 
0100296920,1,01,1,4,02,140,2,2,2,,,,,,,,,, , , , , , 
0100296920,1,01,1,4,03,194,2,2,2,,,,,,,,,, , , , , , 
0100297409,1,01,1,4,01,140,1,2,,2,1,1,2,1,2,1,2,1,2000, , ,30000,10, 
0100297409,1,01,1,4,02,194,1,2,,2,2,1,2,2,2,2,2,1,3000, , ,18000,6, 
0100297409,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,4, , ,40000,10000, 
0100297409,1,01,1,5,02,269,0,2,,2,2,2,2,2,2,2,2,,1, , ,10000,10000, 
0100297409,1,01,1,5,03,240,0,2,,2,2,2,2,2,2,2,2,,3, , ,18000,6000, 
0100297409,1,01,1,5,04,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,20000,20000, 
0100297618,1,01,1,4,01,140,2,2,7,,,,,,,,,, , ,30000, , , 
0100297618,1,01,1,4,02,194,2,2,7,,,,,,,,,, , ,30000, , , 
0100297618,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,5, , ,75000,15000, 
0100297618,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,2, , ,16000,8000, 
0100297618,1,01,1,5,03,294,0,2,,2,2,1,2,2,2,2,2,,11, , ,5000,2, 
0100297822,1,02,2,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0100297822,1,02,2,5,01,268,0,2,,1,2,2,2,2,2,2,2,,50,10, ,750000,15000,150000
0100297822,1,02,2,5,02,240,0,2,,1,2,2,2,2,2,2,2,,10,10, ,80000,8000,80000
0100298714,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0100298714,1,01,1,4,02,194,1,2,,2,2,2,2,2,2,1,2,3,2000, , ,6000,3, 
0100298714,1,01,1,4,03,088,1,2,,2,1,2,2,2,2,1,2,2,50, , ,100,2, 
0100298714,1,01,1,4,04,098,2,2,1,,,,,,,,,, , , , , , 
0100298714,1,01,1,4,05,194,2,2,1,,,,,,,,,, , , , , , 
0100298921,1,01,1,4,01,140,1,2,,2,2,1,2,2,2,2,2,2,3000, , ,12000,4, 
0100298921,1,01,1,4,02,080,1,2,,2,1,1,2,2,2,1,2,2,100, , ,500,5, 
0100298921,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,6000, , ,18000,3, 
0100298921,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,12, , ,96000,8000, 
0100298921,1,01,1,5,02,269,0,2,,2,2,2,2,2,2,2,2,,8, , ,56000,7000, 
0100298921,1,01,1,5,03,243,0,2,,2,2,2,2,2,2,2,2,,10, , ,100000,10000, 
0100299201,1,01,1,4,01,140,2,2,2,,,,,,,,,, , , , , , 
0100299201,1,01,1,4,02,200,2,2,2,,,,,,,,,, , , , , , 
0100299201,1,01,1,4,03,098,2,2,2,,,,,,,,,, , , , , , 
0100299201,1,01,1,4,04,194,2,2,2,,,,,,,,,, , , , , , 
0160306205,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,6, , ,180000,30000, 
0160306205,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,7,3, ,105000,15000,45000
0160306205,1,01,1,5,03,284,0,2,,2,2,1,2,2,2,2,2,,21600, , ,172800,8, 
0160306206,1,01,2,5,01,243,0,2,,2,2,2,2,2,2,2,2,,6, , ,210000,35000, 
0160306206,1,01,2,5,02,251,0,2,,2,2,2,2,2,2,2,2,,8, , ,8000,1000, 
0160306411,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,4, , ,56000,14000, 
0160306411,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,2, , ,16000,8000, 
0160306411,1,01,1,5,03,284,0,2,,1,1,2,2,2,2,2,2,,7950,7950, ,63600,8,63600
0160307306,1,01,2,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0160307306,1,01,2,4,02,098,2,2,1,,,,,,,,,, , , , , , 
0160309817,1,01,1,5,01,248,0,2,,1,2,2,2,2,2,1,1,,50,66, ,10000,200,6600
0160309817,1,01,1,5,02,277,0,2,,2,2,2,2,2,2,1,2,,50, , ,5000,100, 
0160311203,1,01,1,4,01,194,1,2,,2,2,1,2,2,2,2,2,3,5000, , ,10000,2, 
0160311203,1,01,1,4,02,098,2,2,2,,,,,,,,,, , , , , , 
0160311203,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,104,47, ,624000,6000,282000
0160311203,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,9,15, ,90000,10000,150000
0160311203,1,01,1,5,03,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,30000,30000, 
0160311203,1,01,1,5,04,284,0,2,,2,2,1,2,2,2,2,2,,1260, , ,17640,14, 
0160311409,1,01,1,4,01,141,1,2,,1,2,2,2,2,2,2,2,3,42000,42000, ,168000,4,168000
0160311412,1,02,1,5,01,241,0,2,,1,2,2,2,2,2,2,2,,720,250, ,38880,1620,13500
0160311613,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0160311613,1,01,1,4,02,098,2,2,1,,,,,,,,,, , , , , , 
0160311615,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0160311615,1,01,1,4,02,098,2,2,6,,,,,,,,,, , , , , , 
0160311615,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,10, , ,100000,12000, 
0160311615,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,9,4, ,18000,3000,40000
0160311615,1,01,1,5,03,284,0,2,,2,2,1,2,2,2,2,2,,608, , ,8512,14, 
0160311820,1,01,2,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0160311820,1,01,2,4,02,194,1,2,,2,2,2,2,2,2,1,2,1,1000, , ,3000,3, 
0160311820,1,01,2,4,03,088,1,2,,2,1,2,2,2,2,2,2,2,201, , ,400,21.5, 
0160312301,1,03,2,4,01,141,2,2,1,,,,,,,,,, , , , , , 
0160312301,1,03,2,4,02,088,2,2,1,,,,,,,,,, , , , , , 
0160312301,1,03,2,4,03,194,2,2,1,,,,,,,,,, , , , , , 
0160312301,1,03,2,5,01,268,0,2,,1,2,2,2,2,2,2,2,,7,1, ,10000,10000,10000
0160312301,1,03,2,5,02,284,0,2,,2,1,2,2,2,2,1,2,,700, , ,5000,7, 
0160312301,1,03,2,5,03,294,0,2,,2,2,1,2,2,2,2,2,,3000, , ,7500,8, 
0160312303,1,01,2,4,01,141,2,2,1,,,,,,,,,, , , , , , 
0160312303,1,01,2,4,02,088,2,2,1,,,,,,,,,, , , , , , 
0160312303,1,01,2,4,03,194,2,2,1,,,,,,,,,, , , , , , 
0160312306,1,02,1,4,01,141,2,2,1,,,,,,,,,, , , , , , 
0160312306,1,02,1,4,02,088,2,2,1,,,,,,,,,, , , , , , 
0160312306,1,02,1,4,03,194,2,2,1,,,,,,,,,, , , , , , 
0160312509,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,2, , ,40000,20000, 
0160312509,1,01,1,5,02,284,0,2,,2,1,2,2,2,2,2,2,,2928, , ,23424,8, 
0160312713,1,01,2,4,01,140,2,2,6,,,,,,,,,, , , , , , 
0160312713,1,01,2,4,02,194,1,2,,2,2,2,2,2,2,2,2,1,12, , ,80000,6.66, 
0160312713,1,01,2,5,01,240,0,2,,2,2,2,2,2,2,2,2,,6, , ,33000,5500, 
0160312713,1,01,2,5,02,268,0,2,,2,2,2,2,2,2,2,2,,8, , ,120000,15000, 
0160312713,1,01,2,5,03,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,35000,35000, 
0160312713,1,01,2,5,04,284,0,2,,1,2,2,2,2,2,2,2,,88200,88200, ,705600,8,705600
0160312714,1,01,2,5,01,240,0,2,,2,2,2,2,2,2,2,2,,6, , ,36000,6000, 
0160313206,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0160313408,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,46,25, ,1062600,23100,575000
0160313408,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,4, , ,20000,7000, 
0160313408,1,01,1,5,03,284,0,2,,1,1,1,2,2,2,1,2,,50700,46771, ,405600,8,374168
0160313408,1,01,1,5,04,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,12000,12000, 
0160313409,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,90,40, ,2205000,24500,980000
0160313409,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,25,9, ,250000,10000,90000
0160313409,1,01,1,5,03,284,0,2,,1,2,1,2,2,2,2,2,,120450,113150, ,843150,7,792050
0160313409,1,01,1,5,04,267,0,2,,2,2,2,2,2,2,2,2,,2, , ,46800,23400, 
0160313412,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,35,25, ,875000,15000,375000
0160313412,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,4, , ,12000,3000, 
0160313412,1,01,1,5,03,254,0,2,,2,2,2,2,2,2,2,2,,6, , ,4200,700, 
0160313412,1,01,1,5,04,250,0,2,,2,2,2,2,2,2,2,2,,8, , ,1600,200, 
0160313412,1,01,1,5,05,251,0,2,,2,2,2,2,2,2,2,2,,2, , ,300,150, 
0160313412,1,01,1,5,06,262,0,2,,2,2,2,2,2,2,2,2,,6, , ,300,50, 
0160313412,1,01,1,5,07,284,0,2,,1,1,2,2,2,2,1,2,,172800,168055, ,1036800,6,1008330
0160313412,1,01,1,5,08,280,0,2,,2,1,1,2,2,2,2,2,,1095, , ,14235,15, 
0160313412,1,01,1,5,09,279,0,2,,2,1,1,2,2,2,2,2,,2555, , ,5110,2, 
0160313618,1,04,1,4,01,141,2,2,1,,,,,,,,,, , , , , , 
0160313618,1,04,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,13,1, ,286000,22000,22000
0160313618,1,04,1,5,02,269,0,2,,1,2,2,2,2,2,2,2,,12,3, ,120000,10000,30000
0160313618,1,04,1,5,03,240,0,2,,1,2,2,2,1,2,2,2,,1,1, ,6000,6000,6000
0160313618,1,04,1,5,04,284,0,2,,1,1,2,2,2,2,2,2,,29920,29200, ,239360,8,233600
0160313618,1,04,1,5,05,294,0,2,,2,2,1,2,2,2,2,2,,72000, , ,42000,3500, 
0160313919,1,01,1,4,01,140,2,2,6,,,,,,,,,, , , , , , 
0160313919,1,01,1,4,02,194,1,2,,2,2,1,2,2,2,2,2,1,900, , ,900000,1, 
0160313919,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,30,10, ,330000,11000,110000
0160313919,1,01,1,5,02,266,0,2,,2,2,2,2,2,2,2,2,,30, , ,750000,25000, 
0160313919,1,01,1,5,03,284,0,2,,1,1,2,2,2,2,2,2,,219000,218520, ,1752000,8,1748000
0160313919,1,01,1,5,04,240,0,2,,1,2,2,2,2,2,2,2,,10,10, ,30000,3000,30000
0160313920,1,01,1,4,01,140,2,2,6,,,,,,,,,, , , , , , 
0160313920,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,1,2,2,500, , ,6480,4.5, 
0160313920,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,204000, , ,204000,1, 
0160313920,1,01,1,4,04,098,1,2,,2,1,2,2,2,2,1,2,2,80, , ,1200,15, 
0160313920,1,01,1,4,05,087,1,2,,2,1,2,2,2,2,1,2,2,5, , ,50,10, 
0160313920,1,01,1,5,01,268,0,2,,1,2,2,1,2,2,2,2,,10,4, ,250000,25000,100000
0160313920,1,01,1,5,02,266,0,2,,1,2,2,2,2,2,2,2,,4,4, ,64000,16000,64000
0160313920,1,01,1,5,03,284,0,2,,1,1,2,2,2,2,2,2,,65700,65660, ,525600,8,525280
0160313921,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,4, , ,48000,12000, 
0160313921,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,1, , ,10000,10000, 
0160313921,1,01,1,5,03,250,0,2,,2,2,2,2,2,2,2,2,,8, , ,800,100, 
0160313921,1,01,1,5,04,284,0,2,,1,1,2,2,2,2,2,2,,8640,7992, ,64800,7.5,59940
0160313921,1,01,1,5,05,279,0,2,,1,1,2,2,2,2,2,2,,448,403, ,26880,60,24180
0160313924,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,1,2,,46,10, ,690000,15000,150000
0160313924,1,01,1,5,02,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,20000,20000, 
0160313924,1,01,1,5,03,240,0,2,,1,2,2,2,2,2,2,2,,20,2, ,18000,900,1800
0160313924,1,01,1,5,04,266,0,2,,2,2,2,2,2,2,2,2,,4, , ,72000,18000, 
0160313924,1,01,1,5,05,284,0,2,,1,2,2,2,2,2,2,2,,251850,251850, ,2014800,8,2014800
0160314019,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,5, , ,50000,10000, 
0160314019,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,10, , ,50000,5000, 
0160314019,1,01,1,5,03,284,0,2,,1,2,1,2,2,2,2,2,,16800,15680, ,134400,8,125440
0160314022,1,01,1,4,01,140,2,2,6,,,,,,,,,, , , , , , 
0160314022,1,01,1,4,02,002,2,2,6,,,,,,,,,, , , , , , 
0160314022,1,01,1,4,03,194,1,2,,2,2,2,2,2,2,1,2,2,300000, , ,360000,1.2, 
0160314511,1,01,1,4,01,026,2,2,7,,,,,,,,,, , ,60000, , , 
0160314511,1,01,1,4,02,140,2,1,1,,,,,,,,,, , , , , , 
0160314511,1,01,1,5,01,275,0,2,,2,2,2,2,2,2,2,2,,10, , ,8000,800, 
0160314511,1,01,1,5,02,241,0,2,,1,2,2,2,2,2,2,2,,19,16, ,38000,2000,32000
0160314511,1,01,1,5,03,268,0,2,,2,2,2,2,2,2,2,2,,1, , ,30000,30000, 
0160314511,1,01,1,5,04,250,0,2,,2,2,2,2,2,2,1,2,,34, , ,6800,200, 
0160314511,1,01,1,5,05,279,0,2,,2,1,2,2,2,2,1,2,,84, , ,5040,60, 
0160314511,1,01,1,5,06,284,0,2,,1,1,2,2,2,2,2,2,,2160,1916, ,17280,8,15328
0160314511,1,01,1,5,07,262,0,2,,2,2,2,2,2,2,1,2,,23, , ,805,35, 
0160314511,1,01,1,5,08,246,0,2,,1,1,2,2,2,2,2,2,,18,16, ,63000,3500,56000
0160314511,1,01,1,5,09,251,0,2,,2,1,2,2,2,2,2,2,,5, , ,1000,200, 
0160314815,1,02,2,5,01,240,0,2,,1,2,2,2,2,2,2,2,,5,2, ,38330,7666,30800
0160314815,1,02,2,5,02,250,0,2,,2,2,2,2,2,2,2,2,,30, , ,3000,100, 
0160314815,1,02,2,5,03,274,0,2,,1,1,2,2,2,2,1,2,,3675,2210, ,11025,3,6630
0160315203,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0160315203,1,01,1,4,02,194,2,2,1,,,,,,,,,, , , , , , 
0160315203,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,12,2, ,60000,5000,4000
0160315203,1,01,1,5,02,284,0,2,,1,1,2,2,2,2,2,2,,13440,12768, ,94080,7,89376
0160315203,1,01,1,5,03,269,0,2,,2,2,2,2,2,2,2,2,,4, , ,8000,2000, 
0160315203,1,01,1,5,04,250,0,2,,2,2,2,2,2,2,2,2,,10, , ,1000,100, 
0160315203,1,01,1,5,05,279,0,2,,2,1,2,2,2,2,2,2,,100, , ,5000,50, 
0160315205,1,01,1,4,01,140,2,1,1,,,,,,,,,, , , , , , 
0160315205,1,01,1,4,02,194,2,1,1,,,,,,,,,, , , , , , 
0160315205,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,15,2, ,225000,15000,5000
0160315205,1,01,1,5,02,284,0,2,,1,1,2,2,2,2,2,2,,32480,31136, ,227360,7,280224
0160315205,1,01,1,5,03,250,0,2,,2,2,2,2,2,2,2,2,,20, , ,2000,100, 
0160315205,1,01,1,5,04,279,0,2,,2,1,2,2,2,2,2,2,,159, , ,7980,50, 
0160315205,1,01,1,5,05,269,0,2,,2,2,2,2,2,2,2,2,,2, , ,2000,1000, 
0160316021,1,03,2,5,01,251,0,2,,2,2,2,2,2,2,2,2,,11, , ,8800,1200, 
0160316021,1,03,2,5,02,250,0,2,,2,2,2,2,2,2,2,2,,15, , ,4500,300, 
0160316021,1,03,2,5,03,262,0,2,,2,2,2,2,2,2,2,2,,4, , ,80,25, 
0160316021,1,03,2,5,04,279,0,2,,2,1,2,2,2,2,2,2,,70, , ,2800,50, 
0160316023,1,03,2,5,01,251,0,2,,2,2,2,2,2,2,2,2,,5, , ,9000,1800, 
0160316023,1,03,2,5,02,250,0,2,,2,2,2,2,2,2,2,2,,7, , ,4900,700, 
0160316023,1,03,2,5,03,279,0,2,,2,1,2,2,2,2,2,2,,48, , ,1920,40, 
0160316024,1,01,2,5,01,251,0,2,,2,2,2,2,2,2,2,2,,30, , ,24000,1000, 
0160316024,1,01,2,5,02,250,0,2,,2,2,2,2,2,2,2,2,,30, , ,7000,300, 
0160316024,1,01,2,5,03,262,0,2,,2,2,2,2,2,2,2,2,,7, , ,140,25, 
0160316024,1,01,2,5,04,279,0,2,,2,1,2,2,2,2,1,2,,288, , ,11520,50, 
0160317512,1,02,1,4,01,140,2,1,1,,,,,,,,,, , , , , , 
0160317512,1,02,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,15,8, ,150000,10000,80000
0160317512,1,02,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,12, , ,60000,5000, 
0160317512,1,02,1,5,03,241,0,2,,1,2,2,2,2,2,2,2,,8,4, ,10000,1250,5000
0160317512,1,02,1,5,04,257,0,2,,2,2,2,2,2,2,2,2,,2, , ,14000,7000, 
0160317512,1,02,1,5,05,284,0,2,,1,1,2,2,2,2,1,2,,7500,3300, ,52500,7,23100
0160317717,1,01,1,4,01,098,2,2,1,,,,,,,,,, , , , , , 
0160317717,1,01,1,4,02,140,2,2,1,,,,,,,,,, , , , , , 
0160317717,1,01,1,4,03,194,1,2,,1,2,2,2,2,2,2,2,2,2000,2000, ,6000,3,6000
0160317923,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0160317923,1,01,1,4,02,098,1,1,,2,2,2,2,2,2,2,2,1,100, , ,3000,30, 
0160317923,1,01,1,4,03,039,2,2,1,,,,,,,,,, , , , , , 
0160317923,1,01,1,4,04,194,2,1,6,,,,,,,,,, , , , , , 
0160318022,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,1,2000, , ,10000,5, 
0160318022,1,01,1,4,02,194,1,2,,2,2,1,2,2,2,2,2,1,200, , ,200,1, 
0160318022,1,01,1,4,03,098,1,2,,2,1,2,2,2,2,2,2,1,50, , ,750,15, 
0160318022,1,01,1,5,01,244,0,2,,1,2,2,2,2,2,2,2,,24,6, ,33600,1400,8400
0160318022,1,01,1,5,02,250,0,2,,2,2,2,2,2,2,2,2,,19, , ,1500,79, 
0160318022,1,01,1,5,03,251,0,2,,2,2,2,2,2,2,2,2,,7, , ,1050,150, 
0160318813,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,1,2,2,1000, , ,3500,3.5, 
0160318813,1,01,1,4,02,088,2,2,1,,,,,,,,,, , , , , , 
0160318813,1,01,1,4,03,098,2,2,6,,,,,,,,,, , , , , , 
0160318813,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,5, , ,60000,12000, 
0160318813,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,5,2, ,50000,100000,24000
0160318813,1,01,1,5,03,284,0,2,,2,2,1,2,2,2,2,2,,5400, , ,32400,6, 
0160319305,1,01,1,4,01,140,1,2,,1,1,1,2,2,2,2,2,2,1000,900, ,8000,8,26460
0160319305,1,01,1,4,02,098,1,2,,1,1,1,2,2,2,2,2,2,1000,900, ,28000,28,18900
0160319305,1,01,1,4,03,194,1,2,,2,2,2,2,2,2,2,2,3,4000, , ,18000,4.5, 
0160320206,1,01,1,4,01,140,2,1,1,,,,,,,,,, , , , , , 
0160320206,1,01,1,5,01,241,0,1,,2,2,2,2,2,2,2,2,,1, , ,8000,8000, 
0160320410,1,01,2,4,01,098,1,2,,1,1,2,2,2,2,2,2,1,500,450, ,13500,27,12150
0160320410,1,01,2,4,02,010,1,2,,1,2,1,2,2,2,2,2,3,16900,15080, ,53300,3.15,47560
0160321303,1,02,1,5,01,246,0,2,,1,2,2,2,2,2,2,2,,15,13, ,49500,3300,42900
0160321303,1,02,1,5,02,241,0,2,,1,2,2,2,2,2,2,2,,8,2, ,12000,1500,3000
0160321306,1,02,1,4,01,010,1,2,,1,2,2,2,2,2,2,2,3,171000,171000, ,342000,2,342000
0160321507,1,01,1,4,01,010,1,2,,2,2,1,2,2,2,2,2,3,36000, , ,192000,5.3, 
0160321507,1,01,1,5,01,267,0,2,,1,2,2,2,2,2,2,2,,4,4, ,80000,20000,80000
0160321507,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,3, , ,27000,9000, 
0160321507,1,01,1,5,03,250,0,2,,2,1,2,2,2,2,1,2,,23, , ,1495,65, 
0160321507,1,01,1,5,04,251,0,2,,2,2,2,2,2,2,1,2,,8, , ,1200,150, 
0160321507,1,01,1,5,05,279,0,2,,1,1,2,2,2,2,1,2,,40,23, ,2000,50,1150
0160322201,1,03,2,5,01,244,0,2,,2,2,2,2,2,2,2,2,,2, , ,6000,6000, 
0160322201,1,03,2,5,02,274,0,2,,2,2,2,2,2,2,2,2,,1, , ,2000,2000, 
0160322206,1,01,2,4,01,140,2,2,2,,,,,,,,,, , , , , , 
0160322206,1,01,2,4,02,098,2,2,2,,,,,,,,,, , , , , , 
0160322206,1,01,2,5,01,268,0,2,,2,2,2,2,2,2,2,2,,2, , ,20000,10000, 
0160322206,1,01,2,5,02,269,0,2,,2,2,2,2,2,2,2,2,,1, , ,15000,15000, 
0160322407,1,01,2,4,01,140,2,2,2,,,,,,,,,, , , , , , 
0160322407,1,01,2,4,02,098,2,2,2,,,,,,,,,, , , , , , 
0160322407,1,01,2,5,01,268,0,2,,2,2,2,2,2,2,2,2,,21, , ,126000,6000, 
0160322407,1,01,2,5,02,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,15000,15000, 
0160322407,1,01,2,5,03,240,0,2,,2,2,2,2,2,2,2,2,,2, , ,18000,9000, 
0160322407,1,01,2,5,04,284,0,2,,2,2,1,2,2,2,2,2,,620, , ,9300,15, 
0160322409,1,03,1,4,01,140,2,2,2,,,,,,,,,, , , , , , 
0160322409,1,03,1,4,02,098,2,2,2,,,,,,,,,, , , , , , 
0160322409,1,03,1,4,03,026,1,2,,2,2,1,2,2,2,2,2,3,2000, , ,2600,1.3, 
0160322409,1,03,1,4,04,194,1,2,,2,2,1,2,2,2,2,2,2,2000, , ,10000,5, 
0160322409,1,03,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,55,20, ,550000,10000,200000
0160322409,1,03,1,5,02,267,0,2,,2,2,2,2,2,2,2,2,,1, , ,50000,50000, 
0160322409,1,03,1,5,03,240,0,2,,2,2,2,2,2,2,2,2,,15, , ,120000,8000, 
0160322409,1,03,1,5,04,284,0,2,,1,1,1,2,2,2,2,2,,43600,23160, ,654000,15,347400
0160322409,1,03,1,5,05,251,0,2,,2,2,2,2,2,2,2,2,,30, , ,3000,100, 
0160322409,1,03,1,5,06,250,0,2,,2,1,2,2,2,2,2,2,,40, , ,4000,100, 
0160322409,1,03,1,5,07,262,0,2,,2,2,2,2,2,2,2,2,,20, , ,1000,70, 
0160322409,1,03,1,5,08,279,0,2,,2,1,2,2,2,2,2,2,,66, , ,3240,3, 
0160323511,1,01,1,4,01,140,2,2,1,,,,,,,,,, , , , , , 
